Date,High school of less,Associates degree,Bachelors degree or higher,Overall,16-24,25-54,55+,Overall.1,Male,Female,Overall.2,Professional and management,Service,OPTICS,Overall.3,Construction and mining,Education and health,Finance and business services,Leisure and hospitality and other services,Manufacturing,Public administration,Trade and transportation,Overall.4,New England,Middle Atlantic,East North Central,West North Central,South Atlantic,East South Central,West South Central,Mountain,Pacific,Overall.5,Usually Full-time,Usually Part-time,Overall.6,Job Stayer,Job Switcher,Overall.7,MSA,non-MSA,Overall.8,Lowest quartile of wage distribution,2nd quartile of wage distribution,3rd quartile of wage distribution,Highest quartile of wage distribution,Overall.9,Lowest half of wage distribution,Upper half of wage distribution,Paid Hourly,Not Paid Hourly,Overall.10,Overall.11,Overall: Weighted,Overall: Weighted 97,Overall.12,Services,Full-time,College degree,Age 25-54,Female.1,Male.1,Job Stayer.1,Job Switcher.1,Paid Hourly.1,Overall: Weighted.1,Overall: Weighted 97.1,Overall: Weekly Basis,Overall: 25/20 trimmed mean,Lower 1/2 of wage distn,Upper 1/2 of wage distn,3MonthInterestRate,MoM Change,Employment_Rate,PresParty,SenParty,HouseParty,TrifectaFlag,FedMinWage,GDP_AnnualGrowth,Year
2000-05-01,4.8,4.6,5.5,4.9,8.3,4.9,3.6,4.9,5.0,4.9,4.9,5.6,4.6,4.6,4.9,5.4,4.6,6.4,4.1,4.5,5.1,5.0,4.9,4.9,4.9,5.3,5.1,5.4,4.3,5.3,4.4,4.7,4.9,5.0,4.5,4.9,4.6,5.8,4.9,5.1,4.3,4.9,5.5,5.1,4.7,4.7,4.9,5.2,4.7,4.6,5.8,4.9,4.9,5.3,5.2,4.9,5.0,4.9,5.1,4.8,5.0,4.9,4.5,5.7,4.6,5.2,5.2,5.1,5.0,5.3,4.4,6.71,0.1167542323409209,74.08559,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-06-01,4.8,4.7,5.5,5.0,8.4,5.0,3.6,5.0,5.1,4.9,5.0,5.6,4.6,4.7,5.0,5.4,4.6,6.5,4.2,4.5,5.1,5.0,5.0,5.0,5.1,5.4,5.2,5.3,4.2,5.3,4.5,4.8,5.0,5.1,4.5,5.0,4.6,5.8,5.0,5.2,4.4,5.0,5.6,5.0,4.8,4.7,5.0,5.3,4.8,4.6,5.9,5.0,5.0,5.3,5.3,5.0,5.0,5.0,5.0,5.0,5.0,5.1,4.7,5.8,4.7,5.5,5.5,5.4,5.1,5.5,4.6,6.73,0.5247813411078717,74.21468,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-07-01,4.9,4.8,5.4,5.0,8.7,5.0,3.6,5.0,5.1,4.9,5.0,5.6,4.4,4.8,5.0,5.5,4.6,6.5,4.3,4.6,5.3,5.1,5.0,5.1,5.3,5.3,5.0,5.3,4.4,5.2,4.6,4.7,5.0,5.1,4.5,5.0,4.6,5.9,5.0,5.2,4.4,5.0,5.6,5.0,4.9,4.8,5.0,5.2,4.8,4.7,5.8,5.0,5.0,5.3,5.3,5.1,5.1,5.1,5.1,5.0,5.3,4.9,4.6,6.3,4.9,5.5,5.5,5.2,5.2,5.5,4.8,6.67,0.2320185614849146,73.83424000000001,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-08-01,4.9,4.8,5.4,5.0,8.7,5.0,3.6,5.0,5.1,5.0,5.0,5.5,4.7,4.8,5.0,5.6,4.6,6.4,4.4,4.5,5.3,5.1,5.0,5.1,5.3,5.3,5.1,5.4,4.5,5.1,4.7,4.8,5.0,5.1,4.5,5.0,4.6,6.0,5.0,5.3,4.4,5.0,5.6,5.1,4.9,4.7,5.0,5.3,4.8,4.7,5.8,5.0,5.0,5.3,5.3,5.1,5.4,5.3,5.1,5.0,5.2,5.1,4.7,6.3,5.0,5.7,5.7,5.2,5.2,5.5,5.1,6.61,0.0,73.88336,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-09-01,4.9,4.8,5.4,5.0,9.2,5.0,3.7,5.0,5.1,5.0,5.0,5.5,4.6,4.8,5.0,5.8,4.6,6.3,4.4,4.5,5.2,5.2,5.0,5.2,5.4,5.1,5.3,5.2,4.7,5.1,4.7,4.8,5.0,5.1,4.6,5.0,4.6,6.0,5.0,5.3,4.3,5.0,5.6,5.1,4.9,4.7,5.0,5.4,4.8,4.7,5.8,5.0,5.0,5.4,5.4,5.2,5.5,5.3,5.3,5.0,5.2,5.2,4.7,6.4,5.0,5.7,5.7,5.3,5.2,5.5,5.0,6.6,0.5208333333333259,73.87006,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-10-01,4.9,4.8,5.4,5.0,9.2,5.0,3.7,5.0,5.1,4.9,5.0,5.5,4.6,4.8,5.0,5.9,4.6,6.3,4.4,4.5,5.1,5.2,5.0,5.1,5.3,5.0,5.1,5.3,4.8,5.0,4.8,4.9,5.0,5.1,4.5,5.0,4.6,6.0,5.0,5.3,4.3,5.0,5.6,5.1,4.9,4.7,5.0,5.3,4.8,4.7,5.8,5.0,5.0,5.4,5.4,5.2,5.4,5.4,5.4,5.1,5.1,5.4,4.7,6.4,4.9,5.7,5.7,5.5,5.3,5.7,4.9,6.67,0.1727115716753102,73.89146,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-11-01,5.0,4.9,5.5,5.1,9.3,5.0,3.7,5.1,5.2,5.0,5.1,5.5,4.7,4.9,5.1,5.7,4.7,6.4,4.4,4.5,5.1,5.3,5.1,5.3,5.5,5.1,5.1,5.3,4.7,5.0,4.9,5.1,5.1,5.2,4.7,5.1,4.6,6.0,5.1,5.4,4.4,5.1,5.7,5.0,5.0,4.7,5.1,5.4,4.8,4.8,5.7,5.1,5.1,5.5,5.5,5.4,5.5,5.5,5.7,5.4,5.2,5.6,4.9,6.5,5.1,5.9,5.9,5.6,5.4,5.7,5.1,6.65,0.0574712643678143,73.9265,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-12-01,5.0,5.0,5.5,5.1,9.4,5.0,3.8,5.1,5.2,5.0,5.1,5.6,4.6,4.9,5.1,5.9,4.7,6.5,4.1,4.5,5.0,5.3,5.1,5.3,5.4,5.2,5.1,5.4,4.9,5.2,4.7,4.9,5.1,5.2,4.8,5.1,4.6,6.1,5.1,5.4,4.4,5.1,5.9,5.0,4.9,4.8,5.1,5.4,4.8,4.8,5.8,5.1,5.1,5.5,5.5,5.4,5.3,5.5,5.8,5.4,5.2,5.5,4.8,6.4,5.1,5.8,5.8,5.4,5.3,5.6,5.1,6.45,-0.0574382538770734,74.10823,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2001-01-01,5.0,5.0,5.5,5.1,9.5,5.1,3.7,5.1,5.2,5.1,5.1,5.7,4.6,4.9,5.1,5.9,4.8,6.8,4.0,4.5,4.9,5.4,5.1,5.3,5.4,5.2,5.2,5.6,5.0,5.1,4.9,4.9,5.1,5.2,4.8,5.1,4.7,6.1,5.1,5.4,4.5,5.1,5.8,5.1,5.0,4.8,5.1,5.5,4.9,4.9,5.8,5.1,5.1,5.5,5.5,5.4,5.4,5.4,5.7,5.4,5.4,5.3,4.8,6.2,5.1,5.6,5.7,5.4,5.3,5.5,5.2,5.62,0.6321839080459801,73.96539,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-02-01,5.1,5.1,5.5,5.2,9.7,5.1,3.8,5.2,5.3,5.1,5.2,5.7,4.6,5.0,5.2,6.1,4.8,6.7,4.1,4.6,4.9,5.5,5.2,5.4,5.4,5.1,5.3,5.5,4.9,5.1,5.2,5.1,5.2,5.3,4.8,5.2,4.8,6.1,5.2,5.4,4.6,5.2,5.8,5.1,5.0,4.9,5.2,5.5,4.9,4.9,5.9,5.2,5.2,5.6,5.6,5.3,5.2,5.3,5.5,5.3,5.2,5.3,4.9,5.8,4.9,5.5,5.5,5.4,5.2,5.5,5.0,5.26,0.3997715591090856,73.87317,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-03-01,5.1,5.2,5.5,5.2,9.8,5.1,3.7,5.2,5.3,5.2,5.2,5.7,4.7,5.0,5.2,6.2,4.8,6.7,4.5,4.6,5.0,5.5,5.2,5.4,5.3,5.2,5.3,5.4,5.0,5.0,5.2,5.4,5.2,5.3,4.8,5.2,4.8,6.1,5.2,5.5,4.6,5.2,5.8,5.1,4.9,4.9,5.2,5.5,4.9,4.9,5.9,5.2,5.2,5.6,5.6,5.3,5.3,5.3,5.3,5.2,5.2,5.3,5.0,5.6,4.9,5.5,5.5,5.4,5.1,5.6,4.7,4.89,0.2275312855517519,73.90696,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-04-01,5.1,5.2,5.6,5.2,9.9,5.2,3.7,5.2,5.2,5.3,5.2,5.8,4.7,5.1,5.2,6.1,4.8,6.6,4.6,4.7,5.1,5.5,5.2,5.5,5.4,5.2,5.2,5.3,5.2,5.2,5.4,5.4,5.2,5.3,4.9,5.2,4.9,6.1,5.2,5.5,4.7,5.2,6.0,5.1,5.0,4.9,5.2,5.6,4.9,5.0,5.8,5.2,5.2,5.6,5.6,5.3,5.4,5.3,5.4,5.3,5.4,5.2,5.3,5.4,5.1,5.6,5.6,5.4,5.1,5.8,4.6,4.53,0.3972758229285,73.55479,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-05-01,5.1,5.2,5.7,5.2,9.8,5.1,3.8,5.2,5.3,5.2,5.2,5.8,4.5,5.1,5.2,6.1,4.8,6.5,4.6,4.7,5.3,5.5,5.2,5.5,5.3,5.1,5.1,5.3,5.2,5.0,5.3,5.6,5.2,5.3,4.7,5.2,4.9,6.0,5.2,5.5,4.6,5.2,5.9,5.0,5.0,4.9,5.2,5.5,5.0,5.0,5.8,5.2,5.2,5.6,5.6,5.1,5.2,5.2,5.4,4.9,5.2,5.0,4.9,5.3,4.9,5.4,5.4,5.1,4.9,5.5,4.6,4.02,0.4522328999434721,73.3963,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-06-01,5.0,5.2,5.8,5.3,9.7,5.2,3.7,5.3,5.3,5.2,5.3,5.8,4.6,5.1,5.3,6.2,4.9,6.4,4.5,4.7,5.5,5.5,5.3,5.6,5.3,5.0,5.2,5.3,5.3,4.9,5.3,5.7,5.3,5.4,4.6,5.3,4.8,6.1,5.3,5.5,4.6,5.3,5.8,5.0,5.0,5.0,5.3,5.5,5.0,5.0,5.8,5.3,5.3,5.6,5.6,5.2,5.3,5.4,5.8,5.2,5.2,5.2,4.9,5.8,4.8,5.5,5.5,5.2,5.0,5.3,5.1,3.74,0.1688238604389491,73.14311,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-07-01,5.0,5.5,5.8,5.2,9.3,5.2,3.7,5.2,5.3,5.2,5.2,5.8,4.7,5.0,5.2,6.3,4.9,6.3,4.6,4.7,5.4,5.5,5.2,5.6,5.1,5.1,5.2,5.2,5.2,5.2,5.3,5.7,5.2,5.3,4.6,5.2,4.8,6.0,5.2,5.5,4.5,5.2,5.9,5.0,5.1,5.0,5.2,5.5,5.0,4.9,5.9,5.2,5.2,5.6,5.6,5.1,5.2,5.3,6.0,5.1,4.9,5.3,4.5,6.2,4.6,5.5,5.5,5.2,5.0,5.0,5.3,3.66,-0.2808988764044895,73.12476,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-08-01,5.0,5.5,5.8,5.2,9.1,5.3,3.6,5.2,5.3,5.2,5.2,5.9,4.5,5.1,5.2,6.3,4.9,6.4,4.5,4.7,5.5,5.5,5.2,5.7,5.0,5.2,5.0,5.4,5.1,5.3,5.3,5.7,5.2,5.4,4.6,5.2,4.9,6.0,5.2,5.5,4.5,5.2,6.0,4.9,5.2,5.0,5.2,5.4,5.0,5.0,5.8,5.2,5.2,5.6,5.6,5.2,5.4,5.4,5.9,5.4,5.2,5.3,4.7,6.5,5.0,5.5,5.5,5.6,5.1,5.1,5.3,3.48,0.0,72.57944,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-09-01,5.0,5.5,5.7,5.2,8.9,5.2,3.7,5.2,5.3,5.2,5.2,5.8,4.5,5.0,5.2,6.3,5.0,6.3,4.4,4.7,5.3,5.4,5.2,5.7,4.8,5.2,4.9,5.4,5.2,5.4,5.2,5.6,5.2,5.3,4.6,5.2,4.8,5.9,5.2,5.4,4.6,5.2,6.0,4.8,5.1,4.9,5.2,5.4,5.0,5.0,5.7,5.2,5.2,5.5,5.5,5.0,5.3,5.1,5.4,5.1,5.1,5.0,4.7,5.8,5.0,5.3,5.2,5.4,4.9,5.0,5.1,2.87,0.4507042253521165,72.78493,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-10-01,4.9,5.6,5.8,5.2,8.5,5.2,3.7,5.2,5.2,5.2,5.2,5.8,4.5,5.0,5.2,6.1,5.0,6.4,4.3,4.7,5.4,5.4,5.2,5.7,4.9,5.2,5.0,5.2,5.2,5.4,5.3,5.6,5.2,5.3,4.6,5.2,4.9,5.8,5.2,5.4,4.7,5.2,5.9,4.9,5.2,4.9,5.2,5.3,5.0,5.0,5.7,5.2,5.2,5.5,5.5,5.0,5.3,5.2,5.5,5.0,5.2,4.9,4.8,5.6,5.0,5.1,5.1,5.4,4.9,5.1,5.0,2.31,-0.3365114974761773,72.46413000000001,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-11-01,4.9,5.5,5.7,5.1,8.1,5.1,3.8,5.1,5.2,5.1,5.1,5.9,4.3,4.9,5.1,5.9,5.1,6.2,4.2,4.8,5.2,5.2,5.1,5.6,4.7,5.2,5.0,5.1,5.1,5.7,5.3,5.5,5.1,5.3,4.4,5.1,4.9,5.7,5.1,5.3,4.6,5.1,5.7,4.9,5.1,4.9,5.1,5.3,5.0,4.9,5.6,5.1,5.1,5.4,5.4,5.0,5.0,5.1,5.5,5.0,4.9,5.0,4.9,5.1,4.8,5.0,5.0,4.8,4.8,5.1,4.9,2.03,-0.1688238604389269,72.31775,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2001-12-01,4.9,5.4,5.7,5.1,8.0,5.1,3.8,5.1,5.1,5.1,5.1,5.8,4.4,4.9,5.1,5.8,5.1,6.1,4.4,4.8,5.4,5.1,5.1,5.7,4.8,5.1,4.9,4.9,4.6,5.6,5.3,5.7,5.1,5.2,4.4,5.1,4.8,5.7,5.1,5.3,4.7,5.1,5.7,4.9,5.1,4.9,5.1,5.2,5.0,4.9,5.6,5.1,5.1,5.3,5.3,5.0,5.0,5.2,5.5,5.0,5.0,4.9,4.7,5.7,4.7,4.9,5.0,4.8,4.8,5.1,4.9,1.83,-0.3945885005637084,72.23886999999999,Republican,Democrat,Republican,,$5.15,1.00%,2001.0
2002-01-01,4.8,5.5,5.6,5.1,7.9,5.1,3.8,5.1,5.1,5.1,5.1,5.7,4.4,4.9,5.1,5.8,5.0,5.9,4.4,4.6,5.4,5.1,5.1,5.7,5.0,5.0,4.9,4.7,4.5,5.7,5.1,5.7,5.1,5.2,4.4,5.1,4.8,5.7,5.1,5.2,4.6,5.1,5.7,4.8,5.0,4.9,5.1,5.2,4.9,4.9,5.5,5.1,5.1,5.3,5.3,4.9,4.9,5.0,5.1,4.9,4.9,4.7,4.6,5.5,4.7,4.9,4.9,4.6,4.6,4.8,4.9,1.74,0.2263723825693286,72.03242,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-02-01,4.8,5.5,5.5,5.0,7.9,5.0,3.7,5.0,4.9,5.1,5.0,5.7,4.3,4.8,5.0,5.3,5.2,5.8,4.3,4.5,5.6,4.9,5.0,5.7,4.8,5.0,4.7,4.7,4.5,5.8,4.9,5.7,5.0,5.1,4.4,5.0,4.7,5.6,5.0,5.2,4.5,5.0,5.6,4.8,5.0,4.9,5.0,5.1,4.9,4.8,5.4,5.0,5.0,5.2,5.2,4.7,4.9,4.7,4.8,4.7,5.0,4.2,4.4,5.4,4.5,4.7,4.7,4.6,4.5,4.6,4.7,1.82,0.3952569169960673,72.33774,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-03-01,4.7,5.3,5.5,4.9,7.5,5.0,3.5,4.9,4.8,5.1,4.9,5.7,4.3,4.6,4.9,5.1,5.2,5.8,3.9,4.4,5.6,4.8,4.9,5.6,4.8,4.9,4.7,4.7,4.4,5.7,4.8,5.4,4.9,5.1,4.3,4.9,4.7,5.5,4.9,5.1,4.4,4.9,5.4,4.7,5.0,4.9,4.9,5.0,4.9,4.7,5.4,4.9,4.9,5.1,5.1,4.6,4.9,4.6,4.8,4.7,5.0,4.0,4.3,4.9,4.3,4.5,4.5,4.4,4.5,4.5,4.6,1.91,0.5624296962879693,72.15491,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-04-01,4.5,5.4,5.3,4.8,7.3,4.9,3.6,4.8,4.7,4.9,4.8,5.6,4.2,4.5,4.8,5.1,5.2,5.8,3.5,4.3,5.5,4.6,4.8,5.6,4.5,4.8,4.8,4.7,4.3,5.3,4.7,5.5,4.8,4.9,4.2,4.8,4.5,5.5,4.8,5.0,4.3,4.8,5.2,4.6,4.9,4.9,4.8,4.8,4.9,4.6,5.3,4.8,4.8,4.9,4.9,4.3,4.6,4.4,4.7,4.4,4.7,3.9,4.1,4.6,4.1,4.3,4.3,4.3,4.2,4.2,4.4,1.87,0.5592841163311046,71.90298,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-05-01,4.5,5.4,5.3,4.8,7.1,4.9,3.6,4.8,4.7,4.9,4.8,5.7,4.3,4.5,4.8,5.1,5.2,5.7,3.6,4.2,5.4,4.6,4.8,5.7,4.5,4.8,4.7,4.7,4.3,5.3,4.8,5.5,4.8,4.9,4.3,4.8,4.5,5.4,4.8,4.9,4.5,4.8,5.2,4.6,4.9,4.9,4.8,4.8,4.9,4.6,5.4,4.8,4.8,4.9,4.9,4.4,4.5,4.5,5.0,4.4,4.5,4.2,4.3,4.6,4.0,4.4,4.3,4.6,4.2,4.3,4.5,1.82,0.0,72.01939,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-06-01,4.4,5.2,5.1,4.7,6.9,4.7,3.7,4.7,4.5,4.8,4.7,5.6,4.0,4.3,4.7,5.0,5.1,5.7,3.2,4.0,5.2,4.5,4.7,5.4,4.3,4.8,4.6,4.6,4.0,5.3,4.6,5.4,4.7,4.8,4.2,4.7,4.4,5.2,4.7,4.8,4.4,4.7,5.0,4.5,4.8,4.8,4.7,4.6,4.8,4.5,5.1,4.7,4.7,4.8,4.8,4.2,4.3,4.3,5.1,4.0,4.3,4.1,4.1,4.5,4.1,4.5,4.4,4.5,3.9,4.1,4.4,1.81,0.0556173526140124,71.84262,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-07-01,4.3,5.1,5.1,4.6,6.7,4.6,3.7,4.6,4.4,4.8,4.6,5.4,3.9,4.2,4.6,4.7,5.1,5.5,2.9,3.9,5.3,4.4,4.6,5.2,4.2,4.5,4.5,4.5,3.9,5.0,4.6,5.4,4.6,4.7,4.0,4.6,4.4,5.0,4.6,4.7,4.4,4.6,4.8,4.5,4.6,4.8,4.6,4.5,4.7,4.4,5.0,4.6,4.6,4.7,4.6,4.1,4.3,4.3,5.2,4.1,4.3,4.1,4.1,4.2,3.8,4.3,4.3,4.4,3.9,3.9,4.5,1.79,0.1111728738187878,71.74495999999999,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-08-01,4.2,5.1,4.9,4.5,6.7,4.5,3.7,4.5,4.3,4.6,4.5,5.3,3.8,4.2,4.5,4.6,5.1,5.2,2.9,3.9,5.2,4.4,4.5,5.0,4.1,4.4,4.4,4.4,4.0,4.9,4.6,5.3,4.5,4.6,4.0,4.5,4.4,4.8,4.5,4.6,4.3,4.5,4.6,4.4,4.5,4.8,4.5,4.5,4.6,4.3,5.0,4.5,4.5,4.6,4.6,4.0,4.2,4.2,4.8,3.9,4.1,4.0,3.9,4.2,3.9,4.3,4.2,3.9,3.8,3.8,4.3,1.73,0.3331482509716821,71.88376,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-09-01,4.1,4.9,4.9,4.4,6.6,4.4,3.6,4.4,4.2,4.6,4.4,5.2,3.7,4.1,4.4,4.5,4.9,5.0,2.9,3.8,5.3,4.2,4.4,4.9,4.2,4.4,4.3,4.2,3.9,4.6,4.5,5.3,4.4,4.5,3.9,4.4,4.2,4.8,4.4,4.5,4.2,4.4,4.5,4.2,4.3,4.7,4.4,4.4,4.5,4.2,4.8,4.4,4.4,4.5,4.5,3.9,4.1,4.1,4.2,3.9,3.9,3.9,3.9,4.0,3.8,4.1,4.1,3.8,3.7,3.8,4.1,1.76,0.1660210293303876,72.0507,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-10-01,4.0,4.8,4.7,4.3,6.5,4.3,3.4,4.3,4.1,4.4,4.3,5.0,3.7,3.9,4.3,4.5,4.8,4.8,2.7,3.5,5.4,4.1,4.3,4.7,4.1,4.2,4.1,4.0,3.7,4.2,4.4,5.2,4.3,4.4,3.8,4.3,4.2,4.6,4.3,4.3,4.1,4.3,4.5,4.0,4.2,4.6,4.3,4.2,4.4,4.1,4.7,4.3,4.3,4.4,4.3,3.8,4.0,4.0,4.0,3.8,3.9,3.7,3.8,4.0,3.8,4.0,4.0,3.9,3.6,3.8,3.9,1.73,0.1657458563536051,71.87473,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-11-01,3.9,4.6,4.6,4.1,6.3,4.2,3.3,4.1,3.9,4.4,4.1,4.8,3.6,3.8,4.1,4.4,4.7,4.7,2.6,3.3,5.5,4.0,4.1,4.5,4.0,4.0,4.0,4.0,3.5,3.8,4.4,5.1,4.1,4.3,3.7,4.1,4.0,4.4,4.1,4.2,4.0,4.1,4.3,3.9,4.0,4.5,4.1,4.1,4.3,4.0,4.4,4.1,4.1,4.2,4.2,3.5,3.7,3.7,3.8,3.6,3.8,3.2,3.6,3.5,3.6,3.5,3.5,3.9,3.2,3.6,3.5,1.39,0.0,71.54903,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2002-12-01,3.8,4.7,4.4,4.1,6.2,4.1,3.2,4.1,3.8,4.3,4.1,4.7,3.5,3.7,4.1,4.1,4.7,4.5,2.4,3.2,5.5,4.0,4.1,4.2,3.8,4.0,4.0,3.7,3.7,3.6,4.5,4.9,4.1,4.2,3.6,4.1,4.0,4.2,4.1,4.1,3.9,4.1,4.1,3.9,3.9,4.4,4.1,4.0,4.1,4.0,4.3,4.1,4.1,4.1,4.1,3.6,3.8,3.7,4.0,3.7,3.8,3.3,3.7,3.5,3.7,3.5,3.5,4.0,3.3,3.7,3.5,1.34,-0.2206287920573646,71.57851,Republican,Democrat,Republican,,$5.15,1.70%,2002.0
2003-01-01,3.7,4.6,4.4,4.0,6.4,4.0,3.2,4.0,3.8,4.2,4.0,4.7,3.4,3.7,4.0,3.9,4.7,4.4,2.4,3.1,5.3,3.9,4.0,4.3,3.6,3.9,4.1,3.6,3.7,3.6,4.5,4.8,4.0,4.1,3.6,4.0,3.9,4.2,4.0,4.0,3.9,4.0,4.0,3.9,3.9,4.4,4.0,4.0,4.1,3.9,4.2,4.0,4.0,4.1,4.1,3.7,4.0,3.8,4.2,3.8,3.9,3.5,3.7,3.8,3.9,3.7,3.7,4.1,3.5,3.8,3.7,1.29,0.4422332780541715,71.59366999999999,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-02-01,3.7,4.5,4.3,4.0,6.0,4.0,3.2,4.0,3.8,4.1,4.0,4.6,3.4,3.7,4.0,4.2,4.5,4.3,2.3,3.1,5.2,3.9,4.0,4.1,3.6,3.8,4.1,3.5,3.8,3.4,4.5,4.7,4.0,4.1,3.5,4.0,3.9,4.1,4.0,4.0,3.9,4.0,3.8,3.9,3.8,4.4,4.0,3.9,4.1,3.9,4.1,4.0,4.0,4.0,4.0,3.9,4.2,3.9,4.2,3.9,3.9,3.9,3.9,4.0,4.0,3.9,4.0,4.1,3.7,3.9,4.0,1.27,0.7705008255366019,71.51604,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-03-01,3.6,4.5,4.2,3.9,5.9,3.8,3.2,3.9,3.7,4.0,3.9,4.4,3.3,3.6,3.9,4.2,4.4,4.2,2.1,3.0,5.0,3.8,3.9,3.9,3.6,3.7,4.0,3.5,3.7,3.3,4.5,4.6,3.9,4.0,3.4,3.9,3.8,4.0,3.9,3.9,3.8,3.9,3.7,3.8,3.6,4.2,3.9,3.8,3.9,3.8,3.9,3.9,3.9,4.0,3.9,3.7,4.0,3.8,4.2,3.8,3.8,3.6,3.7,3.8,3.7,3.8,3.8,3.9,3.5,3.7,3.8,1.23,0.6007646095030017,71.39416999999999,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-04-01,3.5,4.4,4.2,3.8,5.7,3.8,3.1,3.8,3.7,3.9,3.8,4.3,3.2,3.6,3.8,4.1,4.3,4.1,2.2,3.0,5.2,3.8,3.8,3.7,3.8,3.8,3.8,3.3,3.7,3.3,4.5,4.3,3.8,3.9,3.3,3.8,3.7,3.9,3.8,3.8,3.8,3.8,3.7,3.7,3.6,4.1,3.8,3.8,3.9,3.8,3.8,3.8,3.8,3.9,3.9,3.5,3.6,3.6,3.8,3.6,3.6,3.4,3.4,3.7,3.5,3.7,3.7,3.6,3.3,3.5,3.5,1.24,-0.2171552660151898,71.38895,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-05-01,3.5,4.3,4.2,3.7,5.8,3.8,2.9,3.7,3.6,3.9,3.7,4.2,3.2,3.6,3.7,4.0,4.3,4.1,2.0,3.0,5.1,3.7,3.7,3.7,3.7,3.7,3.8,3.3,3.8,3.2,4.3,4.3,3.7,3.9,3.3,3.7,3.7,3.9,3.7,3.8,3.6,3.7,3.6,3.7,3.7,4.0,3.7,3.7,3.8,3.7,3.7,3.7,3.7,3.8,3.8,3.5,3.7,3.6,4.1,3.6,3.7,3.4,3.4,3.7,3.5,3.7,3.7,3.6,3.3,3.4,3.6,1.22,-0.1632208922742184,71.22121,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-06-01,3.5,4.2,4.1,3.7,5.8,3.7,2.8,3.7,3.6,3.8,3.7,4.2,3.3,3.5,3.7,3.8,4.2,4.0,2.3,3.0,4.9,3.8,3.7,3.7,3.7,3.5,3.7,3.2,4.1,3.2,4.3,4.2,3.7,3.8,3.2,3.7,3.7,3.8,3.7,3.8,3.6,3.7,3.5,3.7,3.6,4.0,3.7,3.6,3.8,3.7,3.7,3.7,3.7,3.8,3.8,3.6,3.8,3.7,4.1,3.7,3.6,3.6,3.4,3.9,3.6,3.8,3.8,3.4,3.4,3.3,3.9,1.04,0.1089918256130806,71.22983,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-07-01,3.5,4.0,4.0,3.7,5.9,3.7,2.6,3.7,3.5,3.8,3.7,4.1,3.3,3.5,3.7,3.7,4.1,4.0,2.4,3.0,4.7,3.8,3.7,3.7,3.6,3.6,3.7,3.1,4.0,3.0,4.2,4.1,3.7,3.8,3.2,3.7,3.6,3.8,3.7,3.8,3.6,3.7,3.5,3.7,3.6,3.9,3.7,3.6,3.7,3.7,3.6,3.7,3.7,3.8,3.8,3.7,3.9,3.8,4.2,3.8,3.8,3.6,3.6,3.9,3.5,3.7,3.7,3.6,3.5,3.4,3.9,1.05,0.1088731627653771,71.00509,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
